,Unnamed: 0,Unnamed: 0.1,ImageId,6,7,8,10,12,14,16,18,20,25,30,35,40,45,50,60,70,80,100,pan,prop_count,fraction
24,24.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011200000000000002,0.6628000000000001,0.314,0.0098,0.0018,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
25,25.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.483,0.4643,0.0346,0.0062,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
26,26.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.6233,0.3219,0.0366,0.0033,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,,20/40
27,27.0,27.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249,0.701,0.2245,0.0341,0.0146,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
28,28.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168,0.3925,0.5478999999999999,0.0376,0.0063,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
29,29.0,29.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.2701,0.6369,0.061,0.005699999999999999,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
30,30.0,30.0,31.0,,,,,,,,,,,,,,,,,,,,,1054.0,
31,31.0,31.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142,0.1478,0.7779,0.0515,0.008100000000000001,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
32,32.0,32.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.7564,0.2124,0.0115,0.0079,0.0,0.0014000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
33,33.0,33.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.4054,0.5357999999999999,0.045,0.0046,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
34,34.0,34.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142,0.1478,0.7779,0.0515,0.008100000000000001,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
35,35.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178,0.1066,0.8087000000000001,0.059,0.0076,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
36,36.0,36.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.5281,0.4478,0.0098,0.0043,0.0,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
37,37.0,37.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.4669,0.5018,0.0114,0.0044,0.0,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
38,38.0,38.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045944866160607285,0.005992808629644426,0.08469836196564122,0.4688373951258489,0.2487015581302437,0.0,0.1671993607670795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20/40_pdcpd_bash_lab
39,39.0,39.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004186602870813396,0.006379585326953751,0.07695374800637961,0.4007177033492824,0.2498006379585327,0.0,0.21152312599681025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20/40_pdcpd_bash_lab
40,40.0,40.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212,0.4803,0.4557,0.0355,0.0072,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2835.0,16/20
41,41.0,41.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.3835,0.5764,0.0288,0.0038,0.0,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3029.0,16/20
42,42.0,42.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113,0.5352,0.4333,0.0179,0.0019,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
43,43.0,43.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182,0.154,0.7779,0.0401,0.0097,0.0,0.0014000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
44,44.0,44.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.4501,0.4302,0.1033,0.0013,0.0,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,,20/40
45,45.0,45.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.8448,0.1356,0.0072,0.005699999999999999,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
46,46.0,46.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.4794,0.4774000000000001,0.0265,0.0016,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2744.0,16/20
47,47.0,47.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005699999999999999,0.4085,0.5588000000000001,0.0255,0.001,0.0,0.0014000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
48,48.0,48.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.6557999999999999,0.3135,0.0191,0.0012,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
49,49.0,49.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.253,0.7003,0.0342,0.0037,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
50,50.0,50.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007925500297206263,0.3649692886863485,0.5930255597384586,0.03249455121854567,0.000990687537150783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740.0,16/20
51,51.0,51.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312,0.4067,0.4426,0.1117,0.0066,0.0,0.0014000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
52,52.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008374875373878364,0.34695912263210377,0.6073778664007975,0.03569292123629113,0.0013958125623130607,0.0,0.00019940179461615148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2102.0,16/20
53,53.0,53.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013500000000000002,0.5271,0.444,0.0124,0.003,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
54,54.0,54.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.4054,0.5357999999999999,0.045,0.0046,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
55,55.0,55.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.2907,0.6373,0.0561,0.0073,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
56,56.0,56.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004971167230065621,0.007953867568104992,0.08629946311393916,0.44024656989461136,0.258103002585007,0.0,0.17916086697156486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20/40_pdcpd_bash_lab
57,57.0,57.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0545,0.5661999999999999,0.2925,0.07980000000000001,0.006999999999999999,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,,20/40
58,58.0,58.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013500000000000002,0.5913,0.3353,0.0536,0.0063,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
59,59.0,59.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008199999999999999,0.2332,0.7199,0.0291,0.0094,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
60,60.0,60.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372,0.7123,0.20440000000000005,0.0347,0.0109,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,,20/40
61,61.0,61.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161,0.3582,0.5774,0.0408,0.0073,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
62,62.0,62.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.4862,0.4813,0.0243,0.0017,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
63,63.0,63.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0418,0.4364,0.4064,0.1056,0.0093,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,,20/40
64,64.0,64.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113,0.6557999999999999,0.2926,0.035,0.0049,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
65,65.0,65.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163,0.575,0.3367,0.0567,0.0153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
66,66.0,66.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212,0.5490999999999999,0.4098,0.0148,0.005,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
67,67.0,67.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.2907,0.6373,0.0561,0.0073,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
68,68.0,68.0,69.0,,,,,,,,,,,,,,,,,,,,,2400.0,
69,69.0,69.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415,0.4189,0.4549,0.0675,0.0166,0.0,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,2926.0,20/40
70,70.0,70.0,71.0,,,,,,,,,,,,,,,,,,,,,688.0,
71,71.0,71.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008469568642899349,0.33996454599172743,0.6129604096907623,0.03643884183572976,0.0009848335631278313,0.0,0.0001969667126255664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
72,72.0,72.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,0.4353,0.523,0.0218,0.0079,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2609.0,16/20
73,73.0,73.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057930483419896105,0.008190171793847381,0.07810627247303235,0.4468637634838194,0.2540950858969237,0.0,0.1797842588893328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20/40_pdcpd_bash_lab
74,74.0,74.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.4055,0.5154,0.0603,0.0067,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
75,75.0,75.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.2425,0.6742,0.0608,0.0067,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
76,76.0,76.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025911899541558705,0.007374925254135936,0.05421566673310743,0.3236994219653179,0.2547339047239386,0.0,0.25672712776559703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20/40_pdcpd_bash_lab
77,77.0,77.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113,0.2324,0.7423000000000001,0.0063,0.0072,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
78,78.0,78.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021507,0.007367582636399841,0.09179609717244126,0.4655515730784547,0.24731182795698925,0.0,0.1648745519713262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20/40_pdcpd_bash_lab
79,79.0,79.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.33409999999999995,0.5927,0.0557,0.0074,0.0,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
80,80.0,80.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0473,0.4144,0.4531,0.0718,0.013500000000000002,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,2952.0,20/40
81,81.0,81.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.3812,0.5852,0.0141,0.0052,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
82,82.0,82.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.4501,0.4302,0.1033,0.0013,0.0,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,,20/40
83,83.0,83.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013500000000000002,0.1335,0.8255,0.0211,0.0063,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
84,84.0,84.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.3968,0.5502,0.0346,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
85,85.0,85.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.5600999999999999,0.3567,0.0604,0.0093,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
86,86.0,86.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0322,0.6002000000000001,0.2837,0.0709,0.008,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,,20/40
87,87.0,87.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0418,0.4846,0.3981,0.0635,0.0115,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,,20/40
88,88.0,88.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.3746,0.5722999999999999,0.0261,0.0108,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
89,89.0,89.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097,0.5307,0.4447,0.0109,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
90,90.0,90.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005699999999999999,0.4085,0.5588000000000001,0.0255,0.001,0.0,0.0014000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
91,91.0,91.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009592326139088728,0.011191047162270179,0.1085131894484412,0.5567545963229416,0.2182254196642686,0.0,0.09092725819344524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20/40_pdcpd_bash_lab
92,92.0,92.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168,0.3925,0.5478999999999999,0.0376,0.0063,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
93,93.0,93.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0473,0.4144,0.4531,0.0718,0.013500000000000002,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,,20/40
94,94.0,94.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.4764,0.4732,0.043,0.0031,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
95,95.0,95.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007589374875174755,0.33892550429398843,0.6167365688036747,0.033553025763930495,0.0015977631316157381,0.0,0.00039944078290393465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
96,96.0,96.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.4764,0.4732,0.043,0.0031,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
97,97.0,97.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.4701,0.4857,0.0222,0.0079,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
98,98.0,98.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051792828685258965,0.0077689243027888434,0.0896414342629482,0.449003984063745,0.2565737051792829,0.0,0.17270916334661351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20/40_pdcpd_bash_lab
99,99.0,99.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.5404,0.3853,0.0365,0.0132,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,2787.0,20/40
100,100.0,100.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.3859,0.561,0.0263,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
101,101.0,101.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005191693290734825,0.007388178913738021,0.08446485623003194,0.4287140575079871,0.2545926517571885,0.0,0.1898961661341853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20/40_pdcpd_bash_lab
102,102.0,102.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008199999999999999,0.5149,0.438,0.0373,0.0012,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
103,103.0,103.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372,0.7123,0.20440000000000005,0.0347,0.0109,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,2030.0,20/40
104,104.0,104.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226,0.4628,0.4693,0.0377,0.006500000000000001,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
105,105.0,105.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197,0.5917,0.35450000000000004,0.032400000000000005,0.0011,0.0,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
106,106.0,106.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161,0.3582,0.5774,0.0408,0.0073,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
107,107.0,107.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,0.2425,0.6742,0.0608,0.0067,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
108,108.0,108.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.4701,0.4857,0.0222,0.0079,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
109,109.0,109.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,0.3988,0.5632,0.0243,0.0014000000000000002,0.0,0.0014000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
110,110.0,110.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008199999999999999,0.5149,0.438,0.0373,0.0012,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
111,111.0,111.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.5507,0.399,0.033,0.0069,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2150.0,16/20
112,112.0,112.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.2156,0.7061,0.0496,0.0092,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
113,113.0,113.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.7038,0.261,0.0223,0.0074,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
114,114.0,114.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.3658,0.594,0.0227,0.0043,0.0,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
115,115.0,115.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045944866160607285,0.005992808629644426,0.08469836196564122,0.4688373951258489,0.2487015581302437,0.0,0.1671993607670795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20/40_pdcpd_bash_lab
116,116.0,116.0,117.0,,,,,,,,,,,,,,,,,,,,,981.0,
117,117.0,117.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.2261,0.7501000000000001,0.0087,0.0079,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
118,118.0,118.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074,0.31120000000000003,0.6327,0.0472,0.0015,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
119,119.0,119.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077,0.6365,0.3173,0.0372,0.0009,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
120,120.0,120.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.5344,0.35960000000000003,0.07200000000000001,0.0196,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
121,121.0,121.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005191693290734825,0.007388178913738021,0.08446485623003194,0.4287140575079871,0.2545926517571885,0.0,0.1898961661341853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20/40_pdcpd_bash_lab
122,122.0,122.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.33409999999999995,0.5927,0.0557,0.0074,0.0,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
123,123.0,123.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.4701,0.4857,0.0222,0.0079,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16/20
